id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
17840,WellMed Inc,United States,Texas,San Antonio,19500 W Interstate 10 Stop 2-4090,78240,www.WellMedhealthcare.com,NULL,approved,admin-krupa,admin-krupa,Wellmed.svg
17841,White Eagle Investments,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17842,Wilson Sonsini Goodrich & Rosati LLP,United States,California,Palo Alto,650 Page Mill Road,94304,www.wsgr.com,NULL,approved,admin-krupa,admin-krupa,NULL
17843,Windswept Capital,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17844,Wired Magazine,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17845,WM Advisors Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17846,Woo Art International,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17847,Woodruff Sawyer Co,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17848,World Medical Manufacturing Corp,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17849,WRF Capital,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17850,XDx Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17851,Xencor,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17852,Caliper Life Sciences,United States,Massachusetts,Hopkinton,68 Elm Street,1748,www.xenogen.com,NULL,approved,admin-krupa,admin-krupa,NULL
17853,Zoomedia Inc,United States,California,San Francisco,1620 Montgomery Street,94111,www.zoomedia.com,4154741192,approved,admin-krupa,admin-krupa,NULL
17854,Zyomyx Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17855,@Tech Consulting Group,United States,Texas,Addison ,14131 Midway Road,75001,www.at-tech.com,9723920951,approved,admin-krupa,admin-krupa,NULL
17856,1 Source Consulting Inc,United States,Maryland,Bruceton,7501 Forbes Boulevard,20706,www.1-sc.com,3018600500,approved,admin-krupa,admin-krupa,NULL
17857,1199 SEIU League,United States,New York,New York,Employment Training & Job Security Headquarters,10036,www.1199etjsp.org,2126439340,approved,admin-krupa,admin-krupa,NULL
17858,1 800 Radiator,United States,California,Benicia,NULL,NULL,www.1800radiator.com,NULL,approved,admin-krupa,admin-krupa,NULL
17859,1Highstreet Inc,United States,Texas,Houston ,San Felipe Plaza,77057,www.1highstreet.com,7138211654,approved,admin-krupa,admin-krupa,NULL
17860,21st Century Insurance Group,United States,California,Vestavia Hills,6301 Owensmouth Avenue,91367,www.21st.com,NULL,approved,admin-krupa,admin-krupa,NULL
17861,Tech 21,United States,California,Salinas,365 Victor Street Suite H,93907,www.tech21.com,8317712350,approved,admin-krupa,admin-krupa,NULL
17862,24X7 Ops Inc,United States,New Jersey,Parsipanny,1259 Route 46,7054,www.24x7ops.com,9732577330,approved,admin-krupa,admin-krupa,NULL
17863,2Wire Inc,United States,California,San Jose,1704 Automation Parkway,95131,www.2wire.com,4084289500,approved,admin-krupa,admin-krupa,NULL
17864,37 Degrees Inc,United States,California,San Francisco,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17865,3D Business Solutions Inc,United States,Minnesota,Eden Prairie ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17866,3H Technology LLC,United States,Virginia,Johnstown ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17867,3 Pardata,United States,California,Fremont,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17868,4 C Solutions Inc,United States,Texas,Richardson ,1701 N Greenville Avenue,75081,www.4ci-usa.com,2146988633,approved,admin-krupa,admin-krupa,NULL
17869,4Consulting Inc,United States,Texas,Richardson ,1701 N Greenville Avenue,75081,NULL,2146988633,approved,admin-krupa,admin-krupa,NULL
17870,4Medica Inc,United States,California,Culver City,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17871,4th Source,United States,Florida,Tampa ,2502 N Rocky Point Dr Suite 960,33607,https://www.4thsource.com,,approved,admin-krupa,admin-krupa,NULL
17872,5Square Systems Corp,United States,California,Westlake Village,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17873,A & A Search,United States,Massachusetts,Natick,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17874,A Hire Solution,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17875,A Prime Solution,United States,Alabama,Toronto,NULL,M4B 1B5,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17876,A & P US,United States,Texas,Keller ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17877,A2Zsoft Inc,United States,New Jersey,Paterson,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17878,Aardvark Systems and Programming Inc,United States,Texas,San Antonio ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17879,Aavalar Consulting,United States,Pennsylvania,Malvern,Swedesford Corporate Center,19355,www.aavalar.com,6108899990,approved,admin-krupa,admin-krupa,NULL
17880,AAXIS Group LLC,United States,New Jersey,Metuchen,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17881,ABC Virtual Communications,United States,California,Los Angeles,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17882,ABD Insurance & Financial Services,United States,Iowa,West Des Moines ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17883,About Consulting LLC,United States,Pennsylvania,Pullman,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17884,AboutWeb LLC,United States,District of Columbia,Washington,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17885,ABS Computer Technologies Inc,United States,California,Vestavia Hills,18045 Rowland Street,91748,www.abspc.com,6262711580,approved,admin-krupa,admin-krupa,NULL
17886,Absolute Performance Inc,United States,Pennsylvania,Wayne,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17887,ABSquare LLC,United States,California,Whittier,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17888,ABT Solutions,United States,Florida,Orlando ,8529 South Park Circle,32819,www.abtsolutions.com,4073630024,approved,admin-krupa,admin-krupa,NULL
17889,AC Lion,United States,Georgia,Atlanta,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17890,Acacia Technical Services,United States,Maryland,Rockville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17891,AcaciaSoft International,United States,Colorado,Boulder,NULL,80301,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17892,Accela Inc,United States,California,San Ramon,"2633 Camino Ramon, Suite 500",94583,www.accela.com,,approved,admin-krupa,admin-krupa,NULL
17893,Accelerated Solutions Inc,United States,Georgia,Alpharetta,"310 Maxwell Road, Ste 100",30004,www.acceleratedsolutions.com,7704428200,approved,admin-krupa,admin-krupa,NULL
17894,Accellent,United States,California,Visalia,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17895,Accent Training,United States,Georgia,Alpharetta,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17896,Access Business Technology Inc,United States,Indiana,Jeffersonville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17897,Access Data Consulting Corporation,United States,Colorado,Greenwood Village,8101 E Prentice Ave Suite 810,80111,www.adcc.com,3037702881,approved,admin-krupa,admin-krupa,NULL
17898,Access Enterprise Solutions LLC,United States,Pennsylvania,Pittsburgh,Two Chatham Center,15219,www.aesit.com,8887991744,approved,admin-krupa,admin-krupa,NULL
17899,Access Personnel Corp,United States,Colorado,Englewood,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17900,Access Softek Inc,United States,Pennsylvania,Pittsburgh,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17901,Accolo Inc,United States,California,Larkspur,1100 Larkspur Landing Circle #108,94939,www.accolo.com,4157857833,approved,admin-krupa,admin-krupa,NULL
17902,Accoona,United States,Pennsylvania,Pullman,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17903,Red 7 Media LLC,United States,Connecticut,Norwalk,10 Norden Place,6855,www.red7media.com,2038546730,approved,admin-krupa,admin-krupa,NULL
17904,Accudata Systems Inc,United States,New York,New York,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17905,Accurate Group Inc,United States,Illinois,Lincolnton ,7330 North Cicero Ave,60712,www.accurateinfotech.com,8473299500,approved,admin-krupa,admin-krupa,NULL
17906,Accuray Inc,United States,California,Sunnyvale,1310 Chesapeake Terrace,94089,www.accuray.com,4087164600,approved,admin-krupa,admin-krupa,NULL
17907,Ace Info Solutions Inc,United States,Virginia,Herndon,11490 Commerce Park Drive Suite 140,20171,www.aceinfosolutions.com,NULL,approved,admin-krupa,admin-krupa,NULL
17908,Ace Resource Solutions LLC,United States,Virginia,Herndon,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17909,Ace Technologies Inc,United States,California,San Jose,2880 Zanker Road Suite 208,95134,www.acetechnologies.com,4083240436,approved,admin-krupa,admin-krupa,NULL
17910,Acential,United States,North Carolina,Chapel hill,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17911,Aceontech.com,United States,Georgia,Suwanee ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17912,Achord Systems Inc,United States,Florida,Miami ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17913,Acies Solutions,United States,New York,New York,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17914,Acionyx Inc,United States,California,Cupertino,20195 Stevens Creek boulevard,95014,www.acionyx.com,NULL,approved,admin-krupa,admin-krupa,NULL
17915,Acom Solutions Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17916,Acquired Tech Resources Inc,United States,New Jersey,Foster,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17917,Actel Corporation,United States,Pennsylvania,Wayne,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17918,Action Online Entertainment,United States,California,Thousand Oaks,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17919,Activant Corp,United States,California,Mountain View,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17920,Health Management Corporation,United States,Virginia,Richmond ,6800 Paragon Place Suite 500,23230,www.choosehmc.com,,approved,admin-krupa,admin-krupa,NULL
17921,Actix Inc,United States,California,Livermore,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17922,Acuitrek,United States,Virginia,Reston,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17923,Acumen Solutions Inc,United States,Virginia,McLean,8280 Greensboro Drive Suite 400,22102,www.acumensolutions.com,,approved,admin-krupa,admin-krupa,NULL
17924,Acumen Technologies Inc,United States,California,Citrus Heights,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17925,Acurian Inc,United States,Virginia,Johnstown ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17926,Ad Choose,United States,Georgia,Atlanta,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17927,Adam Jacobs,United States,Arizona,Cave Creek,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17928,Adaptive Solutions Group,United States,Missouri,Kansas City ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17929,Addamark Technologies Inc,United States,New York,New York,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17930,Addicus Consulting,United States,Missouri,Ranch Camp,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17931,Adept One Technologies Inc,United States,Ohio,Mayfield Heights,6509 Marsol Road  Suite 222,44124,www.AdeptOne.com,3122390760,approved,admin-krupa,admin-krupa,NULL
17932,ADI Strategies,United States,Iowa,Iowa City ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17933,ADIC,United States,Utah,Provo ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17934,Adil Business Systems Inc,United States,California,Pleasanton,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17935,AdKnowledge Inc,United States,Kansas,Kansas City ,4600 Madison Ave.,64112,www.adknowledge.com,8667302109,approved,admin-krupa,admin-krupa,NULL
17936,Administaff Inc New Jersey,United States,New Jersey,Jersey City,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17937,Administaff Inc Georgia,United States,Georgia,Atlanta,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17938,Adomo Inc,United States,California,San Jose,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17939,ADP Inc,United States,Georgia,Alpharetta,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17940,ADP Totalsource,United States,Florida,Miami ,10200 Sunset Drive,33173,www.adptotalsource.com,8005541802,approved,admin-krupa,admin-krupa,NULL
17941,Adrenaline Resources,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17942,Adroit Software & Consulting Inc,United States,New Jersey,Emerson,24 Emerson Plaza West,7630,www.adroitswc.com,2019677600,approved,admin-krupa,admin-krupa,NULL
17943,Adroit Software Inc,United States,Massachusetts,Shrewsbury,23 Faulkner Road,1545,www.adroitsoftwareinc.com,NULL,approved,admin-krupa,admin-krupa,NULL
17944,Adrylan Communications,United States,New Jersey,Emerson,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17945,ADS Inc,United States,Virginia,Virginia Beach ,Lynnwood Plaza,23452,www.adsinc.com,8009489433,approved,admin-krupa,admin-krupa,NULL
17946,ADT Security Services Inc,United States,Florida,Boca Raton ,1 Town Center Road,33486,www.adt.com,5619883600,approved,admin-krupa,admin-krupa,ADT.png
17947,Adtec IT,United States,Florida,Jacksonville ,2231 Corporate Square Boulevard .,32216,www.adtecinc.com,6152566619,approved,admin-krupa,admin-krupa,NULL
17948,Adteractive,United States,Massachusetts,Shrewsbury,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17949,Advance Magazine Group,United States,California,San Francisco,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17950,Advance Auto Parts Inc,United States,Virginia,Roanoke ,5008 Airport Road,24012,www.advanceautoparts.com,5403624911,approved,admin-krupa,admin-krupa,Advance Auto Parts Inc.png
17951,Advanced Computer Associates Inc,United States,Kansas,Overland Park ,75 Corporate Woods 10800 Farley Street,66210,www.aca-corp.com,9139069744,approved,admin-krupa,admin-krupa,NULL
17952,Advanced Data Exchange,United States,New York,Hauppauge,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17953,Advanced Decisions,United States,California,Vestavia Hills,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17954,Advanced Engineering Resources LLC,United States,Kansas,Olathe,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17955,Advanced Information Services,United States,California,Newark,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17956,Advanced Integrated Solutions,United States,Connecticut,Milford,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17957,Advanced Interactive Systems,United States,California,Pleasanton,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17958,Advanced Logistics Group Inc,United States,Virginia,Alexandria,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17959,Advanced MarketPlace,United States,California,Walnut Creek,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17960,Advanced Resources,United States,California,San Diego,8910 University Center Lane,92122,NULL,8586262980,approved,admin-krupa,admin-krupa,NULL
17961,The New Group,United States,Oregon,Portland,4540 SW Kelly Avenue,97239,www.thenewgroup.com,,approved,admin-krupa,admin-krupa,NULL
17962,Advanced Software Talent,United States,California,Burlingame,"308 Lang Rd,",94010,http://advancedtalent.com,,approved,admin-krupa,admin-krupa,NULL
17963,Advanced Solutions International,United States,Virginia,Alexandria,901 N Pitt Street,22314,www.advsol.com,7037393100,approved,admin-krupa,admin-krupa,NULL
17964,Advanced Technology Solutions Texas,United States,Texas,Austin ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17965,Advanced Technology Solutions Florida,United States,Florida,Tallahassee ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17966,Advanced Technology Systems Colorado,United States,Colorado,Littleton,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17967,AdvancedMD Software Inc,United States,New Jersey,Ocean,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17968,Advancement Alternatives,United States,Virginia,McLean,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17969,Advantage Professionals Massachusetts,United States,Massachusetts,Cambridge,NULL,'02114,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17970,Advantage Tech Inc,United States,Kansas,Lenexa ,14651 W. 95th Street,66215,www.advantagetech.net,9138885050,approved,admin-krupa,admin-krupa,NULL
17971,Advantas Technology,United States,Arizona,Scottsdale,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17972,Advantech Solutions Inc,United States,Illinois,Arlington Heights,2340 S Arlington Heights Rd Suite 450,60005,www.atsus.net,,approved,admin-krupa,admin-krupa,NULL
17973,Advantec,United States,Florida,Tampa ,4890 West Kennedy Boulevard Suite 500,33609,www.Advantec.com,87723826832,approved,admin-krupa,admin-krupa,NULL
17974,Advecta,United States,Illinois,Arlington Heights,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17975,Advent Global Solutions Inc,United States,Texas,Houston ,12777 Jones Road Suite 445,77070,www.adventglobal.com,2819703000,approved,admin-krupa,admin-krupa,NULL
17976,Advent Inc Texas,United States,Texas,Houston ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17977,Aecio Technology Group Inc,United States,New York,Watertown,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17978,Aelera Corporation,United States,Pennsylvania,Philadelphia,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17979,AEM Corporation,United States,Florida,Winter Park,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17980,Aequor Technologies Inc,United States,New Jersey,Iselin,33 Wood Avenue South,8830,www.aequor.com,7324944999,approved,admin-krupa,admin-krupa,NULL
